district,bedrooms,bathrooms,price_vnd,area_m2,price_per_m2
Đống Đa,0,0,9.0,50.0,180000000.0
Cầu Giấy,0,0,8.0,30.0,266666666.66666666
Mê Linh,0,0,3.0,67.0,44776119.40298507
Đống Đa,0,0,9.0,50.0,180000000.0
Tây Hồ,0,0,23.0,120.0,191666666.66666666
Tây Hồ,0,0,20.0,78.0,256410256.41025642
Thanh Xuân,0,0,8.0,128.0,62500000.0
Thanh Xuân,0,0,13.0,70.0,185714285.7142857
Long Biên,0,0,6.0,41.0,146341463.41463414
Nam Từ Liêm,0,0,5.0,75.0,66666666.666666664
Nam Từ Liêm,0,0,31.0,115.0,269565217.3913044
Hai Bà Trưng,0,0,6.0,83.0,72289156.62650603
Gia Lâm,0,0,5.0,84.0,59523809.52380952
Ba Đình,0,0,32.0,52.0,615384615.3846154
Thạch Thất,0,0,3.0,393.0,7633587.786259542
Hai Bà Trưng,0,0,13.0,50.0,260000000.0
Hà Đông,0,0,6.0,33.0,181818181.8181818
Đống Đa,0,0,20.0,45.0,444444444.4444444
Gia Lâm,0,0,8.0,57.0,140350877.19298247
Thanh Xuân,0,0,11.0,48.0,229166666.66666666
Ba Đình,0,0,32.0,52.0,615384615.3846154
Thạch Thất,0,0,3.0,393.0,7633587.786259542
Hai Bà Trưng,0,0,13.0,50.0,260000000.0
Hà Đông,0,0,6.0,33.0,181818181.8181818
Đống Đa,0,0,20.0,45.0,444444444.4444444
Gia Lâm,0,0,8.0,57.0,140350877.19298247
Thanh Xuân,0,0,11.0,48.0,229166666.66666666
Nam Từ Liêm,0,0,3.0,55.0,54545454.54545455
Cầu Giấy,0,0,70.0,450.0,155555555.55555555
Thanh Xuân,0,0,9.0,122.0,73770491.80327868
Ba Đình,0,0,11.0,125.0,88000000.0
Hoàng Mai,0,0,17.0,59.0,288135593.220339
Nam Từ Liêm,0,0,48.0,200.0,240000000.0
Ba Đình,0,0,19.0,87.0,218390804.59770116
Cầu Giấy,0,0,13.0,154.0,84415584.41558442
Nam Từ Liêm,0,0,3.0,69.0,43478260.86956522
Nam Từ Liêm,0,0,5.0,107.0,46728971.96261682
Đống Đa,0,0,23.0,57.0,403508771.9298246
Ba Đình,0,0,30.0,100.0,300000000.0
Nam Từ Liêm,0,0,5.0,107.0,46728971.96261682
Đống Đa,0,0,23.0,57.0,403508771.9298246
Ba Đình,0,0,30.0,100.0,300000000.0
Nam Từ Liêm,0,0,3.0,69.0,43478260.86956522
Tây Hồ,0,0,70.0,130.0,538461538.4615384
Tây Hồ,0,0,0.348,140.0,2485714.285714286
Nam Từ Liêm,0,0,4.0,93.0,43010752.68817204
Long Biên,0,0,25.0,170.0,147058823.52941176
Hà Đông,0,0,4.0,80.0,50000000.0
Tây Hồ,0,0,65.0,200.0,325000000.0
Thanh Xuân,0,0,6.0,31.0,193548387.0967742
Thanh Xuân,0,0,9.0,48.0,187500000.0
Nam Từ Liêm,0,0,4.0,64.0,62500000.0
Hà Đông,0,0,5.0,113.0,44247787.61061947
Nam Từ Liêm,0,0,4.0,55.0,72727272.72727273
Thanh Xuân,0,0,23.0,95.0,242105263.15789473
Cầu Giấy,0,0,10.0,71.0,140845070.4225352
Thanh Xuân,0,0,23.0,95.0,242105263.15789473
Cầu Giấy,0,0,10.0,71.0,140845070.4225352
Cầu Giấy,0,0,5.0,65.0,76923076.92307693
Hoàng Mai,0,0,8.0,51.0,156862745.0980392
Cầu Giấy,0,0,50.0,154.0,324675324.6753247
Nam Từ Liêm,0,0,3.0,55.0,54545454.54545455
Cầu Giấy,0,0,5.0,80.0,62500000.0
Hà Đông,0,0,6.0,32.0,187500000.0
Cầu Giấy,0,0,5.0,70.0,71428571.42857143
Hoàng Mai,0,0,19.0,66.0,287878787.8787879
Cầu Giấy,0,0,21.0,52.0,403846153.84615386
Hoàng Mai,0,0,27.0,90.0,300000000.0
Thanh Xuân,0,0,28.0,85.0,329411764.7058824
Hoàng Mai,0,0,57.0,200.0,285000000.0
Ba Đình,0,0,23.0,75.0,306666666.6666667
Nam Từ Liêm,0,0,4.0,75.0,53333333.333333336
Nam Từ Liêm,0,0,9.0,48.0,187500000.0
Nam Từ Liêm,0,0,5.0,108.0,46296296.2962963
Nam Từ Liêm,0,0,4.0,68.0,58823529.4117647
Ba Đình,0,0,7.0,35.0,200000000.0
Nam Từ Liêm,0,0,4.0,64.0,62500000.0
Nam Từ Liêm,0,0,0.114,52.0,2192307.6923076925
Hoàng Mai,0,0,4.0,75.0,53333333.333333336
Cầu Giấy,0,0,3.0,55.0,54545454.54545455
Cầu Giấy,0,0,10.0,181.0,55248618.78453039
Ba Đình,0,0,3.0,65.0,46153846.15384615
Hoàng Mai,0,0,23.0,83.0,277108433.73493975
Thanh Xuân,0,0,6.0,89.0,67415730.33707865
Hà Đông,0,0,8.0,36.0,222222222.2222222
Thanh Xuân,0,0,6.0,89.0,67415730.33707865
Hà Đông,0,0,8.0,36.0,222222222.2222222
Thanh Xuân,0,0,6.0,80.0,75000000.0
Hà Đông,0,0,13.0,54.0,240740740.74074075
Thanh Xuân,0,0,7.0,88.0,79545454.54545455
Hai Bà Trưng,0,0,2.0,75.0,26666666.666666668
Cầu Giấy,0,0,8.0,96.0,83333333.33333333
Thanh Xuân,0,0,5.0,71.0,70422535.2112676
Thanh Xuân,0,0,41.0,105.0,390476190.47619045
Nam Từ Liêm,0,0,6.0,112.0,53571428.571428575
Hai Bà Trưng,0,0,14.0,45.0,311111111.1111111
Thạch Thất,0,0,1.0,62.0,16129032.258064516
Thanh Xuân,0,0,5.0,37.0,135135135.13513514
Hà Đông,0,0,24.0,72.0,333333333.3333333
Nam Từ Liêm,0,0,4.0,40.0,100000000.0
Ba Đình,0,0,12.0,46.0,260869565.2173913
Cầu Giấy,0,0,88.0,150.0,586666666.6666666
Thanh Xuân,0,0,7.0,80.0,87500000.0
Tây Hồ,0,0,65.0,75.0,866666666.6666666
Tây Hồ,0,0,65.0,75.0,866666666.6666666
Hai Bà Trưng,0,0,3.0,100.0,30000000.0
Tây Hồ,0,0,8.0,82.0,97560975.6097561
Cầu Giấy,0,0,14.0,50.0,280000000.0
Thanh Xuân,0,0,9.0,105.0,85714285.71428572
Nam Từ Liêm,0,0,98.0,210.0,466666666.6666667
Long Biên,0,0,4.0,30.0,133333333.33333333
Hoàng Mai,0,0,5.0,35.0,142857142.85714287
Hoàng Mai,0,0,4.0,36.0,111111111.1111111
Bắc Từ Liêm,0,0,3.0,76.0,39473684.21052632
Hà Đông,0,0,8.0,52.0,153846153.84615386
Tây Hồ,0,0,17.0,83.0,204819277.10843372
Hoài Đức,0,0,3.0,59.0,50847457.62711865
Tây Hồ,0,0,17.0,83.0,204819277.10843372
Hoài Đức,0,0,3.0,59.0,50847457.62711865
Thanh Trì,0,0,14.0,40.0,350000000.0
Thanh Xuân,0,0,5.0,71.0,70422535.2112676
Hai Bà Trưng,0,0,4.0,80.0,50000000.0
Hoàng Mai,0,0,7.0,36.0,194444444.44444445
Cầu Giấy,0,0,5.0,65.0,76923076.92307693
Hà Đông,0,0,3.0,73.0,41095890.4109589
Đống Đa,0,0,1.0,50.0,20000000.0
Gia Lâm,0,0,6.0,60.0,100000000.0
Nam Từ Liêm,0,0,12.0,47.0,255319148.93617022
Hai Bà Trưng,0,0,8.0,45.0,177777777.7777778
Thanh Xuân,0,0,6.0,35.0,171428571.42857143
Thanh Xuân,0,0,5.0,57.0,87719298.24561404
Hoàng Mai,0,0,28.0,120.0,233333333.33333334
Long Biên,0,0,5.0,77.0,64935064.935064934
Bắc Từ Liêm,0,0,7.0,103.0,67961165.04854369
Hoàng Mai,0,0,24.0,90.0,266666666.66666666
Nam Từ Liêm,0,0,6.0,73.0,82191780.8219178
Gia Lâm,0,0,2.0,47.0,42553191.4893617
Hoàng Mai,0,0,36.0,150.0,240000000.0
Gia Lâm,0,0,2.0,68.0,29411764.70588235
Đống Đa,0,0,4.0,150.0,26666666.666666668
Nam Từ Liêm,0,0,4.0,47.0,85106382.9787234
Ba Đình,0,0,17.0,125.0,136000000.0
Hoàn Kiếm,0,0,5.0,40.0,125000000.0
Đống Đa,0,0,5.0,47.0,106382978.72340426
Cầu Giấy,0,0,9.0,130.0,69230769.23076923
Đống Đa,0,0,18.0,142.0,126760563.38028169
Đống Đa,0,0,18.0,142.0,126760563.38028169
Cầu Giấy,0,0,5.0,52.0,96153846.15384616
Nam Từ Liêm,0,0,6.0,92.0,65217391.30434783
Hoàng Mai,0,0,32.0,75.0,426666666.6666667
Cầu Giấy,0,0,5.0,55.0,90909090.9090909
Cầu Giấy,0,0,2.0,38.0,52631578.94736842
Thanh Xuân,0,0,34.0,89.0,382022471.9101124
Thanh Trì,0,0,6.0,36.0,166666666.66666666
Thanh Xuân,0,0,4.0,60.0,66666666.666666664
Nam Từ Liêm,0,0,4.0,40.0,100000000.0
Đông Anh,0,0,4.0,42.0,95238095.23809524
Hai Bà Trưng,0,0,4.0,22.0,181818181.8181818
Cầu Giấy,0,0,1.0,45.0,22222222.222222224
Tây Hồ,0,0,8.0,100.0,80000000.0
Ba Đình,0,0,14.0,74.0,189189189.1891892
Nam Từ Liêm,0,0,7.0,95.0,73684210.5263158
Tây Hồ,0,0,3.0,42.0,71428571.42857143
Thanh Xuân,0,0,7.0,98.0,71428571.42857143
Quốc Oai,0,0,5.0,333.0,15015015.015015015
Thanh Xuân,0,0,4.0,102.0,39215686.2745098
Tây Hồ,0,0,47.0,126.0,373015873.015873
Thạch Thất,0,0,13.0,309.0,42071197.41100324
Nam Từ Liêm,0,0,8.0,156.0,51282051.28205128
Gia Lâm,0,0,3.0,64.0,46875000.0
Đống Đa,0,0,11.0,44.0,250000000.0
Đống Đa,0,0,11.0,44.0,250000000.0
Nam Từ Liêm,0,0,5.0,96.0,52083333.333333336
Cầu Giấy,0,0,9.0,138.0,65217391.30434783
Nam Từ Liêm,0,0,6.0,77.0,77922077.92207792
Tây Hồ,0,0,7.0,120.0,58333333.333333336
Đông Anh,0,0,31.0,150.0,206666666.66666666
Ba Đình,0,0,16.0,120.0,133333333.33333333
Ba Đình,0,0,58.0,280.0,207142857.14285713
Thanh Xuân,0,0,34.0,86.0,395348837.2093023
Hoài Đức,0,0,15.0,110.0,136363636.36363637
Tây Hồ,0,0,19.0,63.0,301587301.5873016
Thanh Xuân,0,0,5.0,65.0,76923076.92307693
Tây Hồ,0,0,8.0,98.0,81632653.06122449
Ba Đình,0,0,7.0,40.0,175000000.0
Thanh Xuân,0,0,6.0,83.0,72289156.62650603
Hà Đông,0,0,12.0,60.0,200000000.0
Hà Đông,0,0,12.0,60.0,200000000.0
Hoàng Mai,0,0,4.0,94.0,42553191.4893617
Hoàng Mai,0,0,23.0,75.0,306666666.6666667
Hai Bà Trưng,0,0,33.0,168.0,196428571.42857143
Hai Bà Trưng,0,0,7.0,40.0,175000000.0
Tây Hồ,0,0,0.32,230.0,1391304.347826087
Cầu Giấy,0,0,3.0,70.0,42857142.85714286
Tây Hồ,0,0,10.0,48.0,208333333.33333334
Hà Đông,0,0,0.13,50.0,2600000.0
Hà Đông,0,0,0.23,60.0,3833333.3333333335
Tây Hồ,0,0,35.0,304.0,115131578.94736843
Tây Hồ,0,0,35.0,304.0,115131578.94736843
Gia Lâm,0,0,2.0,43.0,46511627.906976745
Long Biên,0,0,5.0,36.0,138888888.8888889
Gia Lâm,0,0,5.0,86.0,58139534.88372093
Hà Đông,0,0,12.0,50.0,240000000.0
Gia Lâm,0,0,1.0,36.0,27777777.777777776
Thường Tín,0,0,2.0,56.0,35714285.71428572
Hai Bà Trưng,0,0,4.0,45.0,88888888.8888889
Hai Bà Trưng,0,0,4.0,45.0,88888888.8888889
Hoàng Mai,0,0,39.0,145.0,268965517.2413793
Thanh Xuân,0,0,7.0,42.0,166666666.66666666
Hoàng Mai,0,0,6.0,30.0,200000000.0
Gia Lâm,0,0,24.0,150.0,160000000.0
Đống Đa,0,0,7.0,54.0,129629629.62962963
Hai Bà Trưng,0,0,90.0,120.0,750000000.0
Long Biên,0,0,47.0,235.0,200000000.0
Gia Lâm,0,0,16.0,70.0,228571428.57142857
Tây Hồ,0,0,10.0,50.0,200000000.0
Long Biên,0,0,6.0,41.0,146341463.41463414
Gia Lâm,0,0,16.0,67.0,238805970.14925373
Long Biên,0,0,5.0,34.0,147058823.52941176
Hoài Đức,0,0,4.0,39.0,102564102.56410256
Hoài Đức,0,0,4.0,50.0,80000000.0
Hà Đông,0,0,5.0,114.0,43859649.12280702
Thanh Xuân,0,0,56.0,100.0,560000000.0
Thanh Xuân,0,0,7.0,98.0,71428571.42857143
Tây Hồ,0,0,19.0,119.0,159663865.54621848
Tây Hồ,0,0,19.0,119.0,159663865.54621848
Đống Đa,0,0,11.0,56.0,196428571.42857143
Thanh Xuân,0,0,13.0,151.0,86092715.23178808
Hai Bà Trưng,0,0,6.0,35.0,171428571.42857143
Hà Đông,0,0,0.16,233.0,686695.278969957
Cầu Giấy,0,0,30.0,70.0,428571428.5714286
Ba Đình,0,0,31.0,82.0,378048780.4878049
Thạch Thất,0,0,1.0,80.0,12500000.0
Hà Đông,0,0,6.0,45.0,133333333.33333333
Cầu Giấy,0,0,15.0,40.0,375000000.0
Hai Bà Trưng,0,0,26.0,37.0,702702702.7027028
Đông Anh,0,0,17.0,67.0,253731343.2835821
Quốc Oai,0,0,2.0,150.0,13333333.333333334
Tây Hồ,0,0,22.0,50.0,440000000.0
Thanh Xuân,0,0,8.0,48.0,166666666.66666666
Đông Anh,0,0,51.0,142.0,359154929.57746476
Thanh Xuân,0,0,8.0,48.0,166666666.66666666
Đông Anh,0,0,51.0,142.0,359154929.57746476
Thanh Xuân,0,0,13.0,70.0,185714285.7142857
Ba Đình,0,0,40.0,125.0,320000000.0
Bắc Từ Liêm,0,0,7.0,35.0,200000000.0
Đống Đa,0,0,9.0,30.0,300000000.0
Gia Lâm,0,0,2.0,55.0,36363636.36363637
Tây Hồ,0,0,8.0,128.0,62500000.0
Cầu Giấy,0,0,55.0,118.0,466101694.91525424
Đông Anh,0,0,19.0,75.0,253333333.33333334
Long Biên,0,0,5.0,37.0,135135135.13513514
Ba Đình,0,0,20.0,110.0,181818181.8181818
Nam Từ Liêm,0,0,3.0,42.0,71428571.42857143
Nam Từ Liêm,0,0,5.0,69.0,72463768.11594203
Hai Bà Trưng,0,0,7.0,30.0,233333333.33333334
Tây Hồ,0,0,5.0,75.0,66666666.666666664
Tây Hồ,0,0,23.0,145.0,158620689.6551724
Nam Từ Liêm,0,0,5.0,86.0,58139534.88372093
Nam Từ Liêm,0,0,5.0,33.0,151515151.5151515
Nam Từ Liêm,0,0,4.0,64.0,62500000.0
Thanh Xuân,0,0,12.0,172.0,69767441.86046511
Long Biên,0,0,12.0,46.0,260869565.2173913
Cầu Giấy,0,0,7.0,112.0,62500000.0
Hai Bà Trưng,0,0,4.0,70.0,57142857.14285714
Nam Từ Liêm,0,0,6.0,108.0,55555555.55555555
Long Biên,0,0,29.0,120.0,241666666.66666666
Hai Bà Trưng,0,0,4.0,100.0,40000000.0
Nam Từ Liêm,0,0,4.0,65.0,61538461.538461536
Hoàng Mai,0,0,3.0,50.0,60000000.0
Hai Bà Trưng,0,0,9.0,55.0,163636363.63636363
Gia Lâm,0,0,1.0,28.0,35714285.71428572
Gia Lâm,0,0,1.0,28.0,35714285.71428572
Hà Đông,0,0,5.0,60.0,83333333.33333333
Gia Lâm,0,0,3.0,59.0,50847457.62711865
Thanh Xuân,0,0,9.0,46.0,195652173.91304347
Hoài Đức,0,0,4.0,96.0,41666666.666666664
Cầu Giấy,0,0,40.0,133.0,300751879.69924814
Thanh Xuân,0,0,69.0,92.0,750000000.0
Thanh Xuân,0,0,6.0,31.0,193548387.0967742
Nam Từ Liêm,0,0,8.0,107.0,74766355.14018692
Nam Từ Liêm,0,0,8.0,126.0,63492063.49206349
Nam Từ Liêm,0,0,6.0,90.0,66666666.666666664
Thanh Trì,0,0,8.0,85.0,94117647.05882353
Hà Đông,0,0,7.0,125.0,56000000.0
Thanh Xuân,0,0,7.0,105.0,66666666.666666664
Đống Đa,0,0,2.0,50.0,40000000.0
Hà Đông,0,0,18.0,95.0,189473684.21052632
Hoàng Mai,0,0,2.0,66.0,30303030.303030305
Hà Đông,0,0,5.0,35.0,142857142.85714287
Nam Từ Liêm,0,0,6.0,159.0,37735849.056603774
Nam Từ Liêm,0,0,6.0,159.0,37735849.056603774
Cầu Giấy,0,0,26.0,60.0,433333333.3333333
Cầu Giấy,0,0,5.0,117.0,42735042.735042736
Đống Đa,0,0,13.0,60.0,216666666.66666666
Đống Đa,0,0,1.0,30.0,33333333.333333332
Đống Đa,0,0,3.0,70.0,42857142.85714286
Nam Từ Liêm,0,0,5.0,77.0,64935064.935064934
Gia Lâm,0,0,4.0,64.0,62500000.0
Bắc Từ Liêm,0,0,4.0,70.0,57142857.14285714
Hai Bà Trưng,0,0,4.0,22.0,181818181.8181818
Cầu Giấy,0,0,15.0,67.0,223880597.01492536
Đống Đa,0,0,59.0,82.0,719512195.1219512
Hà Đông,0,0,18.0,40.0,450000000.0
Nam Từ Liêm,0,0,7.0,124.0,56451612.90322581
Nam Từ Liêm,0,0,23.0,110.0,209090909.0909091
Ba Đình,0,0,16.0,66.0,242424242.42424244
Hà Đông,0,0,5.0,40.0,125000000.0
Long Biên,0,0,7.0,40.0,175000000.0
Cầu Giấy,0,0,3.0,56.0,53571428.571428575
Hoàng Mai,0,0,7.0,34.0,205882352.94117647
Nam Từ Liêm,0,0,7.0,100.0,70000000.0
Gia Lâm,0,0,4.0,59.0,67796610.16949153
Thạch Thất,0,0,2.0,77.0,25974025.974025972
Nam Từ Liêm,0,0,2.0,54.0,37037037.03703704
Hà Đông,0,0,58.0,200.0,290000000.0
Bắc Từ Liêm,0,0,7.0,102.0,68627450.98039216
Thanh Xuân,0,0,20.0,70.0,285714285.71428573
Ba Đình,0,0,35.0,91.0,384615384.61538464
Cầu Giấy,0,0,7.0,110.0,63636363.63636363
Thạch Thất,0,0,2.0,84.0,23809523.80952381
Nam Từ Liêm,0,0,72.0,240.0,300000000.0
Nam Từ Liêm,0,0,36.0,120.0,300000000.0
Quốc Oai,0,0,2.0,250.0,8000000.0
Cầu Giấy,0,0,37.0,177.0,209039548.02259886
Long Biên,0,0,4.0,80.0,50000000.0
Đống Đa,0,0,63.0,224.0,281250000.0
Ba Đình,0,0,31.0,75.0,413333333.3333333
Đống Đa,0,0,66.0,333.0,198198198.1981982
Ba Đình,0,0,58.0,240.0,241666666.66666666
Cầu Giấy,0,0,63.0,200.0,315000000.0
Thạch Thất,0,0,2.0,71.0,28169014.08450704
Đống Đa,0,0,39.0,110.0,354545454.54545456
Cầu Giấy,0,0,42.0,195.0,215384615.3846154
Cầu Giấy,0,0,49.0,160.0,306250000.0
Đống Đa,0,0,62.0,140.0,442857142.85714287
Cầu Giấy,0,0,60.0,135.0,444444444.4444444
Gia Lâm,0,0,32.0,150.0,213333333.33333334
Đống Đa,0,0,45.0,155.0,290322580.6451613
Long Biên,0,0,17.0,80.0,212500000.0
Hoàn Kiếm,0,0,54.0,60.0,900000000.0
Quốc Oai,0,0,2.0,108.0,18518518.51851852
Tây Hồ,0,0,66.0,90.0,733333333.3333334
Gia Lâm,0,0,4.0,64.0,62500000.0
Hà Đông,0,0,7.0,55.0,127272727.27272727
Nam Từ Liêm,0,0,3.0,42.0,71428571.42857143
Nam Từ Liêm,0,0,13.0,80.0,162500000.0
Đống Đa,0,0,28.0,128.0,218750000.0
Nam Từ Liêm,0,0,4.0,92.0,43478260.86956522
Hà Đông,0,0,4.0,72.0,55555555.55555555
Hai Bà Trưng,0,0,1.0,14.0,71428571.42857143
Hà Đông,0,0,6.0,124.0,48387096.77419355
Hai Bà Trưng,0,0,7.0,57.0,122807017.54385965
Hoàng Mai,0,0,6.0,62.0,96774193.5483871
Nam Từ Liêm,0,0,7.0,108.0,64814814.81481481
Ba Đình,0,0,0.13,83.0,1566265.060240964
Nam Từ Liêm,0,0,7.0,108.0,64814814.81481481
Ba Đình,0,0,0.13,83.0,1566265.060240964
Đống Đa,0,0,2.0,50.0,40000000.0
Hà Đông,0,0,89.0,225.0,395555555.5555556
Hà Đông,0,0,5.0,120.0,41666666.666666664
Đống Đa,0,0,4.0,70.0,57142857.14285714
Hai Bà Trưng,0,0,11.0,60.0,183333333.33333334
Nam Từ Liêm,0,0,6.0,104.0,57692307.692307696
Đống Đa,0,0,5.0,31.0,161290322.58064517
Hoài Đức,0,0,15.0,80.0,187500000.0
Nam Từ Liêm,0,0,33.0,133.0,248120300.7518797
Nam Từ Liêm,0,0,5.0,79.0,63291139.24050633
Nam Từ Liêm,0,0,4.0,61.0,65573770.49180328
Đống Đa,0,0,26.0,105.0,247619047.6190476
Nam Từ Liêm,0,0,7.0,125.0,56000000.0
Gia Lâm,0,0,2.0,68.0,29411764.70588235
Long Biên,0,0,7.0,43.0,162790697.6744186
Cầu Giấy,0,0,4.0,69.0,57971014.492753625
Bắc Từ Liêm,0,0,3.0,54.0,55555555.55555555
Hoài Đức,0,0,24.0,150.0,160000000.0
Long Biên,0,0,7.0,41.0,170731707.31707317
Gia Lâm,0,0,2.0,43.0,46511627.906976745
Long Biên,0,0,9.0,50.0,180000000.0
Nam Từ Liêm,0,0,5.0,83.0,60240963.855421685
Thanh Xuân,0,0,5.0,71.0,70422535.2112676
Long Biên,0,0,10.0,60.0,166666666.66666666
Hoàng Mai,0,0,17.0,85.0,200000000.0
Nam Từ Liêm,0,0,4.0,84.0,47619047.61904762
Đống Đa,0,0,18.0,85.0,211764705.88235295
Hoàng Mai,0,0,6.0,42.0,142857142.85714287
Đống Đa,0,0,2.0,50.0,40000000.0
Hoàn Kiếm,0,0,6.0,45.0,133333333.33333333
Hoàng Mai,0,0,6.0,38.0,157894736.84210527
Hoàng Mai,0,0,6.0,38.0,157894736.84210527
Hai Bà Trưng,0,0,13.0,40.0,325000000.0
Hai Bà Trưng,0,0,15.0,65.0,230769230.76923078
Hà Đông,0,0,35.0,225.0,155555555.55555555
Hoàng Mai,0,0,34.0,180.0,188888888.8888889
Long Biên,0,0,15.0,52.0,288461538.46153843
Hoàng Mai,0,0,10.0,48.0,208333333.33333334
Cầu Giấy,0,0,6.0,116.0,51724137.93103448
Hoàng Mai,0,0,9.0,36.0,250000000.0
Nam Từ Liêm,0,0,10.0,55.0,181818181.8181818
Hoàng Mai,0,0,6.0,31.0,193548387.0967742
Hoàng Mai,0,0,12.0,48.0,250000000.0
Nam Từ Liêm,0,0,4.0,54.0,74074074.07407407
Hai Bà Trưng,0,0,13.0,60.0,216666666.66666666
Nam Từ Liêm,0,0,9.0,55.0,163636363.63636363
Thạch Thất,0,0,1.0,72.0,13888888.888888888
Long Biên,0,0,15.0,95.0,157894736.84210527
Nam Từ Liêm,0,0,4.0,71.0,56338028.16901408
Nam Từ Liêm,0,0,4.0,71.0,56338028.16901408
Nam Từ Liêm,0,0,4.0,75.0,53333333.333333336
Hà Đông,0,0,15.0,80.0,187500000.0
Hoài Đức,0,0,23.0,242.0,95041322.31404959
Gia Lâm,0,0,2.0,46.0,43478260.86956522
Hoài Đức,0,0,81.0,330.0,245454545.45454547
Hai Bà Trưng,0,0,0.75,156.0,4807692.307692308
Đống Đa,0,0,19.0,60.0,316666666.6666667
Hai Bà Trưng,0,0,15.0,62.0,241935483.87096775
Nam Từ Liêm,0,0,6.0,34.0,176470588.2352941
Hoàng Mai,0,0,6.0,45.0,133333333.33333333
Hoàn Kiếm,0,0,14.0,58.0,241379310.3448276
Hoàng Mai,0,0,40.0,232.0,172413793.10344827
Thạch Thất,0,0,1.0,60.0,16666666.666666666
Nam Từ Liêm,0,0,3.0,43.0,69767441.86046511
Hoàng Mai,0,0,4.0,80.0,50000000.0
Long Biên,0,0,15.0,60.0,250000000.0
Thanh Xuân,0,0,6.0,84.0,71428571.42857143
Long Biên,0,0,15.0,100.0,150000000.0
Hoài Đức,0,0,0.212,135.0,1570370.3703703703
Hai Bà Trưng,0,0,13.0,60.0,216666666.66666666
Thanh Xuân,0,0,7.0,124.0,56451612.90322581
Hai Bà Trưng,0,0,13.0,60.0,216666666.66666666
Nam Từ Liêm,0,0,7.0,102.0,68627450.98039216
Nam Từ Liêm,0,0,10.0,35.0,285714285.71428573
Thanh Trì,0,0,4.0,32.0,125000000.0
Ba Đình,0,0,9.0,87.0,103448275.86206897
Nam Từ Liêm,0,0,6.0,80.0,75000000.0
Hoài Đức,0,0,3.0,30.0,100000000.0
Hoài Đức,0,0,4.0,37.0,108108108.1081081
Nam Từ Liêm,0,0,5.0,110.0,45454545.45454545
Thanh Xuân,0,0,5.0,64.0,78125000.0
Đống Đa,0,0,12.0,42.0,285714285.71428573
Thanh Xuân,0,0,5.0,64.0,78125000.0
Đống Đa,0,0,12.0,42.0,285714285.71428573
Nam Từ Liêm,0,0,5.0,84.0,59523809.52380952
Thanh Trì,0,0,6.0,40.0,150000000.0
Hoài Đức,0,0,4.0,38.0,105263157.89473684
Hoài Đức,0,0,0.107,292.0,366438.3561643836
Hà Đông,0,0,14.0,45.0,311111111.1111111
Hà Đông,0,0,2.0,63.0,31746031.746031746
Cầu Giấy,0,0,7.0,97.0,72164948.45360824
Gia Lâm,0,0,0.145,90.0,1611111.111111111
Hà Đông,0,0,3.0,50.0,60000000.0
Hà Đông,0,0,14.0,50.0,280000000.0
Nam Từ Liêm,0,0,5.0,77.0,64935064.935064934
Bắc Từ Liêm,0,0,14.0,148.0,94594594.5945946
Ba Đình,0,0,5.0,52.0,96153846.15384616
Nam Từ Liêm,0,0,4.0,66.0,60606060.60606061
Cầu Giấy,0,0,29.0,75.0,386666666.6666667
Nam Từ Liêm,0,0,4.0,69.0,57971014.492753625
Đống Đa,0,0,19.0,50.0,380000000.0
Đông Anh,0,0,15.0,63.0,238095238.0952381
Ba Đình,0,0,12.0,39.0,307692307.6923077
Long Biên,0,0,3.0,73.0,41095890.4109589
Nam Từ Liêm,0,0,5.0,86.0,58139534.88372093
Đống Đa,0,0,7.0,52.0,134615384.6153846
Cầu Giấy,0,0,7.0,82.0,85365853.65853658
Nam Từ Liêm,0,0,8.0,96.0,83333333.33333333
Hoài Đức,0,0,0.163,83.0,1963855.4216867469
Cầu Giấy,0,0,18.0,55.0,327272727.27272725
Thanh Xuân,0,0,12.0,135.0,88888888.8888889
Cầu Giấy,0,0,80.0,140.0,571428571.4285715
Hà Đông,0,0,5.0,98.0,51020408.1632653
Nam Từ Liêm,0,0,11.0,113.0,97345132.74336283
Nam Từ Liêm,0,0,3.0,72.0,41666666.666666664
Nam Từ Liêm,0,0,11.0,113.0,97345132.74336283
Nam Từ Liêm,0,0,3.0,72.0,41666666.666666664
Hoài Đức,0,0,0.16,46.0,3478260.8695652173
Bắc Từ Liêm,0,0,9.0,110.0,81818181.81818181
Nam Từ Liêm,0,0,5.0,105.0,47619047.61904762
Hoài Đức,0,0,0.158,77.0,2051948.051948052
Nam Từ Liêm,0,0,10.0,145.0,68965517.2413793
Gia Lâm,0,0,2.0,58.0,34482758.62068965
Hai Bà Trưng,0,0,8.0,38.0,210526315.78947368
Nam Từ Liêm,0,0,4.0,77.0,51948051.948051944
Hoài Đức,0,0,0.16,50.0,3200000.0
Đông Anh,0,0,15.0,60.0,250000000.0
Hà Đông,0,0,2.0,36.0,55555555.55555555
Hoài Đức,0,0,0.16,45.0,3555555.5555555555
Tây Hồ,0,0,8.0,128.0,62500000.0
Tây Hồ,0,0,8.0,128.0,62500000.0
Chương Mỹ,0,0,2.0,65.0,30769230.769230768
Gia Lâm,0,0,1.0,31.0,32258064.51612903
Thanh Trì,0,0,15.0,63.0,238095238.0952381
Hà Đông,0,0,2.0,66.0,30303030.303030305
